datetime,Classic_occ,AI_occ,Classic_price,AI_price,traffic_score,base_entries,actual_entries,lost_entries_step
2022-06-01 00:00:00,180.0,180.0,1.5,1.6,3.835758621798889,4.0,5.596007307853088,-1.596007307853088
2022-06-01 00:05:00,180.0,180.0,1.5,1.6,3.264577562138439,4.0,5.780252894421901,-1.780252894421901
2022-06-01 00:10:00,180.0,180.0,1.5,1.6,2.927431925089195,4.0,5.182069623676226,-1.1820696236762256
2022-06-01 00:15:00,180.0,180.0,1.5,1.6,2.554981949350865,4.0,4.789772244770345,-0.7897722447703446
2022-06-01 00:20:00,180.0,165.69044074320553,1.45,1.85,2.1346964173817975,4.0,4.034983921233332,-0.03498392123333183
2022-06-01 00:25:00,180.0,157.53371364741207,1.45,1.85,1.8445265570573788,4.0,3.8247597009100325,0.17524029908996752
2022-06-01 00:30:00,180.0,164.30982765487434,1.45,1.85,2.0578364498884145,4.0,3.9772641380415363,0.022735861958463666
2022-06-01 00:35:00,180.0,180.0,1.45,1.85,1.7407802892003437,4.0,6.191965968798738,-2.191965968798738
2022-06-01 00:40:00,180.0,180.0,1.4566666666666666,1.75,1.49676025829476,4.0,8.169529815367433,-4.169529815367433
2022-06-01 00:45:00,180.0,180.0,1.4566666666666666,1.75,1.505044537611304,4.0,9.240488865964748,-5.240488865964748
2022-06-01 00:50:00,180.0,180.0,1.4566666666666666,1.75,2.21447608735778,4.0,6.2898682851478895,-2.2898682851478895
2022-06-01 00:55:00,180.0,159.5625139292491,1.4566666666666666,1.75,2.7424312908128945,4.0,3.8050609563054745,0.19493904369452553
2022-06-01 01:00:00,180.0,178.91649273244448,1.4966666666666666,1.75,2.0498369996642527,2.25,2.3928593961407394,-0.1428593961407394
2022-06-01 01:05:00,180.0,180.0,1.4966666666666666,1.75,2.1745366343004666,2.25,3.800931483389657,-1.550931483389657
2022-06-01 01:10:00,180.0,180.0,1.4966666666666666,1.75,1.8911376690157886,2.25,3.765392719906166,-1.515392719906166
2022-06-01 01:15:00,180.0,180.0,1.4966666666666666,1.75,1.3936234736853874,2.25,4.14439707937529,-1.89439707937529
2022-06-01 01:20:00,180.0,180.0,1.5566666666666666,1.75,0.8883805866062784,2.25,4.16336024467911,-1.9133602446791098
2022-06-01 01:25:00,180.0,180.0,1.5566666666666666,1.75,0.8001851219929677,2.25,4.088325349530258,-1.8383253495302583
2022-06-01 01:30:00,180.0,180.0,1.5566666666666666,1.75,1.061147119555403,2.25,4.9525623539691415,-2.7025623539691415
2022-06-01 01:35:00,180.0,180.0,1.5566666666666666,1.75,0.8901413072049653,2.25,3.7514742993619663,-1.5014742993619663
2022-06-01 01:40:00,180.0,180.0,1.63,1.75,0.544738249491235,2.25,5.197774987105171,-2.947774987105171
2022-06-01 01:45:00,180.0,180.0,1.63,1.75,0.8199932271657155,2.25,5.197774987105171,-2.947774987105171
2022-06-01 01:50:00,180.0,180.0,1.63,1.75,0.8399995347456543,2.25,5.197774987105171,-2.947774987105171
2022-06-01 01:55:00,180.0,180.0,1.63,1.75,0.825703446479586,2.25,5.197774987105171,-2.947774987105171
