hour,parking_lot,capacity,dia_x,date,weekday,entries,exits,occupancy,traffic_score,total_flow,hourly_flow_rate,temp_min_c,temp_max_c
6,P023,180.0,99.0,2022-04-09,5.0,14.0,6.0,54.0,1.0,20.0,20.0,,
7,P023,180.0,99.0,2022-04-09,5.0,0.0,23.0,49.0,1.0,23.0,23.0,,
8,P023,180.0,99.0,2022-04-09,5.0,0.0,24.0,45.0,3.0,24.0,24.0,,
9,P023,180.0,99.0,2022-04-09,5.0,1.0,59.0,38.0,2.0,60.0,60.0,,
10,P023,180.0,99.0,2022-04-09,5.0,5.0,56.0,36.0,2.0,61.0,61.0,,
11,P023,180.0,99.0,2022-04-09,5.0,7.0,47.0,34.0,5.0,54.0,54.0,,
12,P023,180.0,99.0,2022-04-09,5.0,36.0,16.0,40.0,6.0,52.0,52.0,,
13,P023,180.0,99.0,2022-04-09,5.0,18.0,28.0,40.0,7.0,46.0,46.0,,
14,P023,180.0,99.0,2022-04-09,5.0,7.0,2.0,38.0,7.0,9.0,9.0,,
15,P023,180.0,99.0,2022-04-09,5.0,9.0,3.0,37.0,6.0,12.0,12.0,,
16,P023,180.0,99.0,2022-04-09,5.0,0.0,8.0,36.0,6.0,8.0,8.0,,
17,P023,180.0,99.0,2022-04-09,5.0,5.0,12.0,37.0,6.0,17.0,17.0,,
18,P023,180.0,99.0,2022-04-09,5.0,16.0,1.0,41.0,6.0,17.0,17.0,,
19,P023,180.0,99.0,2022-04-09,5.0,19.0,3.0,45.0,1.0,22.0,22.0,,
20,P023,180.0,99.0,2022-04-09,5.0,4.0,20.0,48.0,0.0,24.0,24.0,,
21,P023,180.0,99.0,2022-04-09,5.0,31.0,3.0,49.0,6.0,34.0,34.0,,
22,P023,180.0,99.0,2022-04-09,5.0,14.0,1.0,49.0,3.0,15.0,15.0,,
23,P023,180.0,99.0,2022-04-09,5.0,4.0,2.0,52.0,5.2,6.0,6.0,,
0,P023,180.0,100.0,2022-04-10,6.0,6.0,3.0,52.0,2.0,9.0,9.0,,
1,P023,180.0,100.0,2022-04-10,6.0,6.0,5.0,52.0,4.0,11.0,11.0,,
2,P023,180.0,100.0,2022-04-10,6.0,79.0,6.0,52.0,3.0,85.0,85.0,,
3,P023,180.0,100.0,2022-04-10,6.0,0.0,5.0,52.0,4.0,5.0,5.0,,
4,P023,180.0,100.0,2022-04-10,6.0,51.0,13.0,51.0,2.0,64.0,64.0,,
5,P023,180.0,100.0,2022-04-10,6.0,17.0,8.0,51.0,1.0,25.0,25.0,,
6,P023,180.0,100.0,2022-04-10,6.0,0.0,7.0,51.0,2.0,7.0,7.0,,
7,P023,180.0,100.0,2022-04-10,6.0,0.0,2.0,50.0,1.0,2.0,2.0,,
8,P023,180.0,100.0,2022-04-10,6.0,0.0,5.0,49.0,2.0,5.0,5.0,,
9,P023,180.0,100.0,2022-04-10,6.0,1.0,20.0,47.0,0.0,21.0,21.0,,
10,P023,180.0,100.0,2022-04-10,6.0,0.0,21.0,45.0,3.0,21.0,21.0,,
11,P023,180.0,100.0,2022-04-10,6.0,3.0,4.0,45.0,1.0,7.0,7.0,,
12,P023,180.0,100.0,2022-04-10,6.0,82.0,68.0,44.0,1.0,150.0,150.0,,
13,P023,180.0,100.0,2022-04-10,6.0,1.0,36.0,40.0,4.0,37.0,37.0,,
14,P023,180.0,100.0,2022-04-10,6.0,0.0,2.0,40.0,4.0,2.0,2.0,,
15,P023,180.0,100.0,2022-04-10,6.0,0.0,20.0,40.0,5.0,20.0,20.0,,
16,P023,180.0,100.0,2022-04-10,6.0,0.0,27.0,40.0,6.0,27.0,27.0,,
17,P023,180.0,100.0,2022-04-10,6.0,0.0,2.0,40.0,6.0,2.0,2.0,,
18,P023,180.0,100.0,2022-04-10,6.0,0.0,0.0,40.0,6.0,0.0,0.0,,
19,P023,180.0,100.0,2022-04-10,6.0,34.0,5.0,43.0,2.0,39.0,39.0,,
20,P023,180.0,100.0,2022-04-10,6.0,55.0,9.0,46.0,6.0,64.0,64.0,,
21,P023,180.0,100.0,2022-04-10,6.0,4.0,0.0,47.0,2.0,4.0,4.0,,
22,P023,180.0,100.0,2022-04-10,6.0,153.0,15.0,46.0,3.0,168.0,168.0,,
23,P023,180.0,100.0,2022-04-10,6.0,56.0,14.0,49.0,2.0,70.0,70.0,,
0,P023,180.0,101.0,2022-04-11,0.0,4.0,7.0,48.0,2.0,11.0,11.0,,
1,P023,180.0,101.0,2022-04-11,0.0,2.0,21.0,47.0,1.0,23.0,23.0,,
2,P023,180.0,101.0,2022-04-11,0.0,0.0,12.0,47.0,1.0,12.0,12.0,,
3,P023,180.0,101.0,2022-04-11,0.0,21.0,7.0,47.0,1.0,28.0,28.0,,
4,P023,180.0,101.0,2022-04-11,0.0,0.0,0.0,47.0,1.0,0.0,0.0,,
5,P023,180.0,101.0,2022-04-11,0.0,8.0,0.0,47.0,1.0,8.0,8.0,,
6,P023,180.0,101.0,2022-04-11,0.0,75.0,11.0,46.0,1.0,86.0,86.0,,
7,P023,180.0,101.0,2022-04-11,0.0,0.0,61.0,42.0,4.0,61.0,61.0,,
8,P023,180.0,101.0,2022-04-11,0.0,4.0,75.0,35.0,7.0,79.0,79.0,,
9,P023,180.0,101.0,2022-04-11,0.0,9.0,154.0,35.0,2.0,163.0,163.0,,
10,P023,180.0,101.0,2022-04-11,0.0,4.0,91.0,30.0,4.0,95.0,95.0,,
11,P023,180.0,101.0,2022-04-11,0.0,9.0,37.0,29.0,4.0,46.0,46.0,,
12,P023,180.0,101.0,2022-04-11,0.0,35.0,39.0,30.0,6.0,74.0,74.0,,
13,P023,180.0,101.0,2022-04-11,0.0,19.0,155.0,23.0,7.0,174.0,174.0,,
14,P023,180.0,101.0,2022-04-11,0.0,2.0,65.0,20.0,6.0,67.0,67.0,,
15,P023,180.0,101.0,2022-04-11,0.0,73.0,10.0,28.0,8.0,83.0,83.0,,
16,P023,180.0,101.0,2022-04-11,0.0,52.0,24.0,33.0,8.0,76.0,76.0,,
17,P023,180.0,101.0,2022-04-11,0.0,48.0,6.0,39.0,7.0,54.0,54.0,,
18,P023,180.0,101.0,2022-04-11,0.0,95.0,10.0,44.0,6.0,105.0,105.0,,
19,P023,180.0,101.0,2022-04-11,0.0,138.0,14.0,47.0,4.0,152.0,152.0,,
20,P023,180.0,101.0,2022-04-11,0.0,4.0,0.0,48.0,7.0,4.0,4.0,,
21,P023,180.0,101.0,2022-04-11,0.0,99.0,5.0,48.0,2.0,104.0,104.0,,
22,P023,180.0,101.0,2022-04-11,0.0,78.0,10.0,48.0,4.0,88.0,88.0,,
23,P023,180.0,101.0,2022-04-11,0.0,0.0,7.0,48.0,3.0,7.0,7.0,,
0,P023,180.0,102.0,2022-04-12,1.0,11.0,2.0,48.0,2.0,13.0,13.0,,
1,P023,180.0,102.0,2022-04-12,1.0,1.0,0.0,49.0,1.0,1.0,1.0,,
2,P023,180.0,102.0,2022-04-12,1.0,36.0,12.0,49.0,1.0,48.0,48.0,,
3,P023,180.0,102.0,2022-04-12,1.0,14.0,10.0,49.0,1.0,24.0,24.0,,
4,P023,180.0,102.0,2022-04-12,1.0,4.0,3.0,49.0,1.0,7.0,7.0,,
5,P023,180.0,102.0,2022-04-12,1.0,3.0,4.0,48.0,1.0,7.0,7.0,,
6,P023,180.0,102.0,2022-04-12,1.0,29.0,7.0,48.0,1.0,36.0,36.0,,
7,P023,180.0,102.0,2022-04-12,1.0,6.0,48.0,42.0,3.0,54.0,54.0,,
8,P023,180.0,102.0,2022-04-12,1.0,0.0,74.0,39.0,2.0,74.0,74.0,,
9,P023,180.0,102.0,2022-04-12,1.0,6.0,144.0,30.0,0.0,150.0,150.0,,
10,P023,180.0,102.0,2022-04-12,1.0,8.0,164.0,25.0,6.0,172.0,172.0,,
11,P023,180.0,102.0,2022-04-12,1.0,10.0,101.0,24.0,5.0,111.0,111.0,,
12,P023,180.0,102.0,2022-04-12,1.0,51.0,17.0,31.0,5.0,68.0,68.0,,
13,P023,180.0,102.0,2022-04-12,1.0,0.0,26.0,26.0,6.0,26.0,26.0,,
14,P023,180.0,102.0,2022-04-12,1.0,6.0,45.0,21.0,6.0,51.0,51.0,,
15,P023,180.0,102.0,2022-04-12,1.0,43.0,25.0,29.0,7.0,68.0,68.0,,
16,P023,180.0,102.0,2022-04-12,1.0,51.0,31.0,31.0,7.0,82.0,82.0,,
17,P023,180.0,102.0,2022-04-12,1.0,51.0,18.0,37.0,6.0,69.0,69.0,,
18,P023,180.0,102.0,2022-04-12,1.0,128.0,9.0,48.0,6.0,137.0,137.0,,
19,P023,180.0,102.0,2022-04-12,1.0,143.0,10.0,52.0,3.0,153.0,153.0,,
20,P023,180.0,102.0,2022-04-12,1.0,101.0,15.0,54.0,8.0,116.0,116.0,,
21,P023,180.0,102.0,2022-04-12,1.0,57.0,8.0,54.0,6.0,65.0,65.0,,
22,P023,180.0,102.0,2022-04-12,1.0,100.0,8.0,55.0,2.0,108.0,108.0,,
23,P023,180.0,102.0,2022-04-12,1.0,10.0,4.0,55.0,4.0,14.0,14.0,,
0,P023,180.0,103.0,2022-04-13,2.0,30.0,8.0,55.0,5.0,38.0,38.0,,
1,P023,180.0,103.0,2022-04-13,2.0,33.0,16.0,55.0,2.0,49.0,49.0,,
2,P023,180.0,103.0,2022-04-13,2.0,2.0,17.0,55.0,1.0,19.0,19.0,,
3,P023,180.0,103.0,2022-04-13,2.0,4.0,5.0,55.0,1.0,9.0,9.0,,
4,P023,180.0,103.0,2022-04-13,2.0,84.0,13.0,55.0,1.0,97.0,97.0,,
5,P023,180.0,103.0,2022-04-13,2.0,3.0,11.0,55.0,1.0,14.0,14.0,,
6,P023,180.0,103.0,2022-04-13,2.0,0.0,10.0,55.0,1.0,10.0,10.0,,
7,P023,180.0,103.0,2022-04-13,2.0,46.0,66.0,44.0,3.0,112.0,112.0,,
8,P023,180.0,103.0,2022-04-13,2.0,11.0,171.0,38.0,2.0,182.0,182.0,,
9,P023,180.0,103.0,2022-04-13,2.0,5.0,157.0,29.0,7.0,162.0,162.0,,
10,P023,180.0,103.0,2022-04-13,2.0,6.0,151.0,21.0,1.0,157.0,157.0,,
11,P023,180.0,103.0,2022-04-13,2.0,25.0,26.0,29.0,7.0,51.0,51.0,,
12,P023,180.0,103.0,2022-04-13,2.0,5.0,65.0,28.0,7.0,70.0,70.0,,
13,P023,180.0,103.0,2022-04-13,2.0,49.0,14.0,28.0,7.0,63.0,63.0,,
14,P023,180.0,103.0,2022-04-13,2.0,2.0,78.0,21.0,6.0,80.0,80.0,,
15,P023,180.0,103.0,2022-04-13,2.0,4.0,79.0,18.0,7.0,83.0,83.0,,
16,P023,180.0,103.0,2022-04-13,2.0,64.0,42.0,31.0,7.0,106.0,106.0,,
17,P023,180.0,103.0,2022-04-13,2.0,164.0,10.0,43.0,7.0,174.0,174.0,,
18,P023,180.0,103.0,2022-04-13,2.0,127.0,37.0,46.0,6.0,164.0,164.0,,
19,P023,180.0,103.0,2022-04-13,2.0,48.0,5.0,51.0,7.0,53.0,53.0,,
20,P023,180.0,103.0,2022-04-13,2.0,22.0,9.0,52.0,3.0,31.0,31.0,,
21,P023,180.0,103.0,2022-04-13,2.0,108.0,17.0,51.0,6.0,125.0,125.0,,
22,P023,180.0,103.0,2022-04-13,2.0,4.0,10.0,51.0,5.0,14.0,14.0,,
23,P023,180.0,103.0,2022-04-13,2.0,10.0,8.0,52.0,4.0,18.0,18.0,,
0,P023,180.0,104.0,2022-04-14,3.0,29.0,13.0,52.0,3.0,42.0,42.0,,
1,P023,180.0,104.0,2022-04-14,3.0,18.0,9.0,52.0,2.0,27.0,27.0,,
2,P023,180.0,104.0,2022-04-14,3.0,91.0,17.0,52.0,1.0,108.0,108.0,,
3,P023,180.0,104.0,2022-04-14,3.0,14.0,19.0,52.0,1.0,33.0,33.0,,
4,P023,180.0,104.0,2022-04-14,3.0,0.0,6.0,52.0,1.0,6.0,6.0,,
5,P023,180.0,104.0,2022-04-14,3.0,0.0,14.0,52.0,1.0,14.0,14.0,,
6,P023,180.0,104.0,2022-04-14,3.0,0.0,14.0,51.0,1.0,14.0,14.0,,
7,P023,180.0,104.0,2022-04-14,3.0,60.0,56.0,42.0,3.0,116.0,116.0,,
8,P023,180.0,104.0,2022-04-14,3.0,6.0,69.0,38.0,2.0,75.0,75.0,,
9,P023,180.0,104.0,2022-04-14,3.0,11.0,81.0,30.0,3.0,92.0,92.0,,
10,P023,180.0,104.0,2022-04-14,3.0,37.0,22.0,33.0,7.0,59.0,59.0,,
11,P023,180.0,104.0,2022-04-14,3.0,15.0,85.0,35.0,6.0,100.0,100.0,,
12,P023,180.0,104.0,2022-04-14,3.0,6.0,106.0,32.0,0.0,112.0,112.0,,
13,P023,180.0,104.0,2022-04-14,3.0,13.0,38.0,32.0,7.0,51.0,51.0,,
14,P023,180.0,104.0,2022-04-14,3.0,0.0,31.0,29.0,6.0,31.0,31.0,,
15,P023,180.0,104.0,2022-04-14,3.0,0.0,146.0,22.0,7.0,146.0,146.0,,
16,P023,180.0,104.0,2022-04-14,3.0,54.0,121.0,25.0,8.0,175.0,175.0,,
17,P023,180.0,104.0,2022-04-14,3.0,142.0,8.0,39.0,6.0,150.0,150.0,,
18,P023,180.0,104.0,2022-04-14,3.0,151.0,8.0,42.0,6.0,159.0,159.0,,
19,P023,180.0,104.0,2022-04-14,3.0,56.0,7.0,46.0,6.0,63.0,63.0,,
20,P023,180.0,104.0,2022-04-14,3.0,38.0,9.0,46.0,3.0,47.0,47.0,,
21,P023,180.0,104.0,2022-04-14,3.0,56.0,5.0,46.0,7.0,61.0,61.0,,
22,P023,180.0,104.0,2022-04-14,3.0,30.0,13.0,45.0,4.0,43.0,43.0,,
23,P023,180.0,104.0,2022-04-14,3.0,70.0,9.0,45.0,4.0,79.0,79.0,,
0,P023,180.0,105.0,2022-04-15,4.0,10.0,0.0,46.0,4.0,10.0,10.0,,
1,P023,180.0,105.0,2022-04-15,4.0,6.0,0.0,46.0,3.0,6.0,6.0,,
2,P023,180.0,105.0,2022-04-15,4.0,1.0,1.0,46.0,1.0,2.0,2.0,,
3,P023,180.0,105.0,2022-04-15,4.0,0.0,1.0,46.0,1.0,1.0,1.0,,
4,P023,180.0,105.0,2022-04-15,4.0,0.0,0.0,46.0,1.0,0.0,0.0,,
5,P023,180.0,105.0,2022-04-15,4.0,0.0,12.0,46.0,1.0,12.0,12.0,,
6,P023,180.0,105.0,2022-04-15,4.0,0.0,2.0,46.0,1.0,2.0,2.0,,
7,P023,180.0,105.0,2022-04-15,4.0,6.0,5.0,45.0,1.0,11.0,11.0,,
8,P023,180.0,105.0,2022-04-15,4.0,1.0,11.0,45.0,4.0,12.0,12.0,,
9,P023,180.0,105.0,2022-04-15,4.0,4.0,7.0,45.0,1.0,11.0,11.0,,
10,P023,180.0,105.0,2022-04-15,4.0,0.0,16.0,42.0,3.0,16.0,16.0,,
11,P023,180.0,105.0,2022-04-15,4.0,2.0,53.0,40.0,3.0,55.0,55.0,,
12,P023,180.0,105.0,2022-04-15,4.0,0.0,12.0,38.0,0.0,12.0,12.0,,
13,P023,180.0,105.0,2022-04-15,4.0,0.0,67.0,35.0,5.0,67.0,67.0,,
14,P023,180.0,105.0,2022-04-15,4.0,2.0,107.0,34.0,4.0,109.0,109.0,,
15,P023,180.0,105.0,2022-04-15,4.0,4.0,0.0,36.0,4.0,4.0,4.0,,
16,P023,180.0,105.0,2022-04-15,4.0,26.0,10.0,38.0,5.0,36.0,36.0,,
17,P023,180.0,105.0,2022-04-15,4.0,55.0,6.0,44.0,5.0,61.0,61.0,,
18,P023,180.0,105.0,2022-04-15,4.0,66.0,15.0,45.0,5.0,81.0,81.0,,
19,P023,180.0,105.0,2022-04-15,4.0,39.0,3.0,46.0,0.0,42.0,42.0,,
20,P023,180.0,105.0,2022-04-15,4.0,10.0,6.0,45.0,6.0,16.0,16.0,,
21,P023,180.0,105.0,2022-04-15,4.0,44.0,21.0,44.0,3.0,65.0,65.0,,
22,P023,180.0,105.0,2022-04-15,4.0,3.0,12.0,42.0,5.0,15.0,15.0,,
23,P023,180.0,105.0,2022-04-15,4.0,3.0,5.0,43.0,3.0,8.0,8.0,,
0,P023,180.0,106.0,2022-04-16,5.0,7.0,0.0,44.0,4.0,7.0,7.0,,
1,P023,180.0,106.0,2022-04-16,5.0,14.0,0.0,45.0,2.0,14.0,14.0,,
2,P023,180.0,106.0,2022-04-16,5.0,27.0,1.0,46.0,1.0,28.0,28.0,,
3,P023,180.0,106.0,2022-04-16,5.0,4.0,0.0,46.0,1.0,4.0,4.0,,
4,P023,180.0,106.0,2022-04-16,5.0,7.0,3.0,46.0,1.0,10.0,10.0,,
5,P023,180.0,106.0,2022-04-16,5.0,0.0,0.0,46.0,1.0,0.0,0.0,,
6,P023,180.0,106.0,2022-04-16,5.0,6.0,0.0,46.0,1.0,6.0,6.0,,
7,P023,180.0,106.0,2022-04-16,5.0,0.0,60.0,41.0,1.0,60.0,60.0,,
8,P023,180.0,106.0,2022-04-16,5.0,0.0,18.0,38.0,1.0,18.0,18.0,,
9,P023,180.0,106.0,2022-04-16,5.0,3.0,15.0,36.0,1.0,18.0,18.0,,
10,P023,180.0,106.0,2022-04-16,5.0,6.0,54.0,34.0,2.0,60.0,60.0,,
11,P023,180.0,106.0,2022-04-16,5.0,24.0,15.0,34.0,3.0,39.0,39.0,,
12,P023,180.0,106.0,2022-04-16,5.0,16.0,58.0,37.0,1.0,74.0,74.0,,
13,P023,180.0,106.0,2022-04-16,5.0,0.0,45.0,38.0,5.0,45.0,45.0,,
14,P023,180.0,106.0,2022-04-16,5.0,6.0,18.0,36.0,4.0,24.0,24.0,,
15,P023,180.0,106.0,2022-04-16,5.0,15.0,9.0,38.0,4.0,24.0,24.0,,
16,P023,180.0,106.0,2022-04-16,5.0,8.0,23.0,40.0,5.0,31.0,31.0,,
17,P023,180.0,106.0,2022-04-16,5.0,0.0,18.0,37.0,5.0,18.0,18.0,,
18,P023,180.0,106.0,2022-04-16,5.0,23.0,0.0,40.0,5.0,23.0,23.0,,
19,P023,180.0,106.0,2022-04-16,5.0,17.0,8.0,41.0,1.0,25.0,25.0,,
20,P023,180.0,106.0,2022-04-16,5.0,32.0,4.0,41.0,3.0,36.0,36.0,,
21,P023,180.0,106.0,2022-04-16,5.0,22.0,0.0,44.0,3.0,22.0,22.0,,
22,P023,180.0,106.0,2022-04-16,5.0,66.0,7.0,46.0,3.0,73.0,73.0,,
23,P023,180.0,106.0,2022-04-16,5.0,30.0,3.0,48.0,2.0,33.0,33.0,,
0,P023,180.0,107.0,2022-04-17,6.0,54.0,4.0,50.0,3.0,58.0,58.0,,
1,P023,180.0,107.0,2022-04-17,6.0,34.0,18.0,50.0,2.0,52.0,52.0,,
2,P023,180.0,107.0,2022-04-17,6.0,13.0,18.0,50.0,1.0,31.0,31.0,,
3,P023,180.0,107.0,2022-04-17,6.0,3.0,7.0,50.0,1.0,10.0,10.0,,
4,P023,180.0,107.0,2022-04-17,6.0,9.0,12.0,50.0,1.0,21.0,21.0,,
5,P023,180.0,107.0,2022-04-17,6.0,2.0,16.0,50.0,1.0,18.0,18.0,,
6,P023,180.0,107.0,2022-04-17,6.0,4.0,6.0,49.0,1.0,10.0,10.0,,
7,P023,180.0,107.0,2022-04-17,6.0,17.0,10.0,47.0,2.0,27.0,27.0,,
8,P023,180.0,107.0,2022-04-17,6.0,0.0,28.0,47.0,2.0,28.0,28.0,,
9,P023,180.0,107.0,2022-04-17,6.0,0.0,75.0,44.0,2.0,75.0,75.0,,
10,P023,180.0,107.0,2022-04-17,6.0,2.0,25.0,45.0,0.0,27.0,27.0,,
11,P023,180.0,107.0,2022-04-17,6.0,9.0,13.0,43.0,4.0,22.0,22.0,,
12,P023,180.0,107.0,2022-04-17,6.0,1.0,67.0,40.0,4.0,68.0,68.0,,
13,P023,180.0,107.0,2022-04-17,6.0,1.0,150.0,33.0,5.0,151.0,151.0,,
14,P023,180.0,107.0,2022-04-17,6.0,1.0,57.0,34.0,5.0,58.0,58.0,,
15,P023,180.0,107.0,2022-04-17,6.0,27.0,44.0,35.0,4.0,71.0,71.0,,
16,P023,180.0,107.0,2022-04-17,6.0,4.0,25.0,37.0,4.0,29.0,29.0,,
17,P023,180.0,107.0,2022-04-17,6.0,22.0,9.0,39.0,5.0,31.0,31.0,,
18,P023,180.0,107.0,2022-04-17,6.0,37.0,4.0,42.0,5.0,41.0,41.0,,
19,P023,180.0,107.0,2022-04-17,6.0,161.0,13.0,48.0,0.0,174.0,174.0,,
20,P023,180.0,107.0,2022-04-17,6.0,191.0,15.0,50.0,3.0,206.0,206.0,,
21,P023,180.0,107.0,2022-04-17,6.0,33.0,1.0,52.0,2.0,34.0,34.0,,
22,P023,180.0,107.0,2022-04-17,6.0,109.0,7.0,53.0,3.0,116.0,116.0,,
23,P023,180.0,107.0,2022-04-17,6.0,6.0,2.0,54.0,5.0,8.0,8.0,,
0,P023,180.0,108.0,2022-04-18,0.0,49.0,8.0,54.0,1.0,57.0,57.0,,
1,P023,180.0,108.0,2022-04-18,0.0,29.0,13.0,54.0,2.0,42.0,42.0,,
2,P023,180.0,108.0,2022-04-18,0.0,0.0,11.0,54.0,1.0,11.0,11.0,,
3,P023,180.0,108.0,2022-04-18,0.0,0.0,14.0,54.0,5.2,14.0,14.0,,
4,P023,180.0,108.0,2022-04-18,0.0,13.0,12.0,54.0,1.0,25.0,25.0,,
5,P023,180.0,108.0,2022-04-18,0.0,6.0,32.0,54.0,1.0,38.0,38.0,,
6,P023,180.0,108.0,2022-04-18,0.0,0.0,12.0,51.0,2.0,12.0,12.0,,
7,P023,180.0,108.0,2022-04-18,0.0,15.0,105.0,44.0,3.0,120.0,120.0,,
8,P023,180.0,108.0,2022-04-18,0.0,4.0,109.0,37.0,7.0,113.0,113.0,,
9,P023,180.0,108.0,2022-04-18,0.0,4.0,107.0,32.0,7.0,111.0,111.0,,
10,P023,180.0,108.0,2022-04-18,0.0,7.0,48.0,31.0,7.0,55.0,55.0,,
11,P023,180.0,108.0,2022-04-18,0.0,4.0,112.0,30.0,5.0,116.0,116.0,,
12,P023,180.0,108.0,2022-04-18,0.0,36.0,39.0,34.0,1.0,75.0,75.0,,
13,P023,180.0,108.0,2022-04-18,0.0,3.0,99.0,26.0,7.0,102.0,102.0,,
14,P023,180.0,108.0,2022-04-18,0.0,21.0,71.0,21.0,6.0,92.0,92.0,,
15,P023,180.0,108.0,2022-04-18,0.0,46.0,27.0,25.0,8.0,73.0,73.0,,
16,P023,180.0,108.0,2022-04-18,0.0,65.0,16.0,37.0,7.0,81.0,81.0,,
17,P023,180.0,108.0,2022-04-18,0.0,75.0,7.0,41.0,7.0,82.0,82.0,,
18,P023,180.0,108.0,2022-04-18,0.0,198.0,15.0,48.0,7.0,213.0,213.0,,
19,P023,180.0,108.0,2022-04-18,0.0,21.0,6.0,50.0,2.0,27.0,27.0,,
20,P023,180.0,108.0,2022-04-18,0.0,84.0,10.0,52.0,7.0,94.0,94.0,,
21,P023,180.0,108.0,2022-04-18,0.0,78.0,16.0,52.0,2.0,94.0,94.0,,
22,P023,180.0,108.0,2022-04-18,0.0,75.0,5.0,54.0,3.0,80.0,80.0,,
23,P023,180.0,108.0,2022-04-18,0.0,55.0,10.0,55.0,1.0,65.0,65.0,,
0,P023,180.0,109.0,2022-04-19,1.0,15.0,7.0,54.0,3.0,22.0,22.0,,
1,P023,180.0,109.0,2022-04-19,1.0,24.0,10.0,54.0,1.0,34.0,34.0,,
2,P023,180.0,109.0,2022-04-19,1.0,6.0,6.0,55.0,1.0,12.0,12.0,,
3,P023,180.0,109.0,2022-04-19,1.0,27.0,3.0,55.0,1.0,30.0,30.0,,
4,P023,180.0,109.0,2022-04-19,1.0,0.0,10.0,55.0,1.0,10.0,10.0,,
5,P023,180.0,109.0,2022-04-19,1.0,1.0,13.0,55.0,1.0,14.0,14.0,,
6,P023,180.0,109.0,2022-04-19,1.0,24.0,24.0,53.0,1.0,48.0,48.0,,
7,P023,180.0,109.0,2022-04-19,1.0,0.0,45.0,49.0,1.0,45.0,45.0,,
8,P023,180.0,109.0,2022-04-19,1.0,1.0,92.0,40.0,8.0,93.0,93.0,,
9,P023,180.0,109.0,2022-04-19,1.0,111.0,216.0,29.0,1.0,327.0,327.0,,
10,P023,180.0,109.0,2022-04-19,1.0,23.0,154.0,22.0,4.0,177.0,177.0,,
11,P023,180.0,109.0,2022-04-19,1.0,50.0,65.0,24.0,7.0,115.0,115.0,,
12,P023,180.0,109.0,2022-04-19,1.0,66.0,5.0,30.0,2.0,71.0,71.0,,
13,P023,180.0,109.0,2022-04-19,1.0,43.0,65.0,30.0,7.0,108.0,108.0,,
14,P023,180.0,109.0,2022-04-19,1.0,11.0,73.0,24.0,7.0,84.0,84.0,,
15,P023,180.0,109.0,2022-04-19,1.0,24.0,133.0,24.0,8.0,157.0,157.0,,
16,P023,180.0,109.0,2022-04-19,1.0,106.0,10.0,31.0,7.0,116.0,116.0,,
17,P023,180.0,109.0,2022-04-19,1.0,108.0,10.0,44.0,7.0,118.0,118.0,,
18,P023,180.0,109.0,2022-04-19,1.0,187.0,19.0,51.0,7.0,206.0,206.0,,
19,P023,180.0,109.0,2022-04-19,1.0,165.0,20.0,53.0,2.0,185.0,185.0,,
20,P023,180.0,109.0,2022-04-19,1.0,43.0,12.0,55.0,6.0,55.0,55.0,,
21,P023,180.0,109.0,2022-04-19,1.0,66.0,13.0,55.0,3.0,79.0,79.0,,
22,P023,180.0,109.0,2022-04-19,1.0,28.0,7.0,55.0,2.0,35.0,35.0,,
23,P023,180.0,109.0,2022-04-19,1.0,2.0,16.0,56.0,3.0,18.0,18.0,,
0,P023,180.0,110.0,2022-04-20,2.0,3.0,15.0,56.0,1.0,18.0,18.0,,
1,P023,180.0,110.0,2022-04-20,2.0,31.0,13.0,56.0,1.0,44.0,44.0,,
2,P023,180.0,110.0,2022-04-20,2.0,3.0,13.0,56.0,1.0,16.0,16.0,,
3,P023,180.0,110.0,2022-04-20,2.0,20.0,9.0,56.0,1.0,29.0,29.0,,
4,P023,180.0,110.0,2022-04-20,2.0,0.0,18.0,56.0,1.0,18.0,18.0,,
5,P023,180.0,110.0,2022-04-20,2.0,0.0,27.0,56.0,1.0,27.0,27.0,,
6,P023,180.0,110.0,2022-04-20,2.0,0.0,35.0,52.0,2.0,35.0,35.0,,
7,P023,180.0,110.0,2022-04-20,2.0,4.0,28.0,47.0,1.0,32.0,32.0,,
8,P023,180.0,110.0,2022-04-20,2.0,25.0,104.0,39.0,8.0,129.0,129.0,,
9,P023,180.0,110.0,2022-04-20,2.0,7.0,253.0,31.0,9.0,260.0,260.0,,
10,P023,180.0,110.0,2022-04-20,2.0,1.0,75.0,20.0,2.0,76.0,76.0,,
11,P023,180.0,110.0,2022-04-20,2.0,7.0,144.0,18.0,7.0,151.0,151.0,,
12,P023,180.0,110.0,2022-04-20,2.0,28.0,77.0,24.0,8.0,105.0,105.0,,
13,P023,180.0,110.0,2022-04-20,2.0,30.0,28.0,24.0,8.0,58.0,58.0,,
14,P023,180.0,110.0,2022-04-20,2.0,3.0,35.0,20.0,7.0,38.0,38.0,,
15,P023,180.0,110.0,2022-04-20,2.0,5.0,148.0,19.0,8.0,153.0,153.0,,
16,P023,180.0,110.0,2022-04-20,2.0,42.0,42.0,24.0,8.0,84.0,84.0,,
17,P023,180.0,110.0,2022-04-20,2.0,97.0,8.0,31.0,8.0,105.0,105.0,,
18,P023,180.0,110.0,2022-04-20,2.0,57.0,8.0,37.0,7.0,65.0,65.0,,
19,P023,180.0,110.0,2022-04-20,2.0,130.0,10.0,46.0,1.0,140.0,140.0,,
